product_name,predicted_cat,predicted_sub_cat,error
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
Yepme package,Shoes and Footwear,Shoes and Footwear->Men's Footwear,0
